Nome Comune,Numero di abitanti,Sindaco,Nome degli abitanti,Frazioni,Codice Postale,Superficie,Numero di frazioni,Etimologia del nome,Storia,Patrono,Epoca di fondazione,Anno di fondazione,Secolo di fondazione,Numero di punti di interesse,Numero di aziende,Numero di scuole,Percorsi,Eventi,Immagine,Sitografia,Giorno festivo month,Giorno festivo day,GeolocalizzazioneLattitude,GeolocalizzazioneLongitude
San Pietro al Tanagro,1681,Domenico Quaranta,Sampetresi,"Torre, Scorzo, San Marzano",84030,15.0,3,Dal 1863 il comune di san pietro fu dominato al Tanagro per via del fiume tanagro che attraversa il vallo di diano,"Il paese fu fondato come centro rurale al bordo della pianura, diviso in due gruppi di case: San Pietro e la Torre. Paolo Eterni (Storico Valdianese del XVII secolo), fa risalire la fondazione della “Torre” e di San Pietro ai Conti di Cajano, della famiglia normanna degli Altavilla, nel XII secolo. Dal XIII secolo l'insediamento risulterà già fra i Casali dello Stato di Diano anche se solo dal XV secolo esso figurerà nei Registri Angioini ai fini dell'esazione fiscale.",San Pietro,Moderna,1863.0,XIX,,,2.0,,"Festa patronale, la notte dei mulini, sagra della cipolla, falò di san giuseppe",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/6823628f-a03a-4ba0-9d81-18793b96210f.jpg,http://www.comune.sanpietroaltanagro.sa.it/,Giugno,29,40.45852264074942,15.482683790277378
San Rufo,1722,Michele Marmo,Sanrufesi,Fontana Vaglio,84030,31.0,1,"Il nome è ispirato al culto di san rufo, terzo vescovo di capua","Le notizie sulle origini San Rufo non sono certe e, buona parte degli storici, le fa risalire al XIII secolo ad opera di Gubello Pellegrino che lo edificò in onore di S. Rufo, III vescovo di Capua. Il paese fu casale di Diano, e divenne feudo dei Pellegrino fino al '600, per poi passare alle famiglie Rinaldo e Laviano.",Madonna del Rosario,Medievale,1201.0,XIII,,,4.0,,"Festa patronale, sagra della castagna a borgo San giuliano, sagra fiori di zucca, raduno di auto e moto d'epoca",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/ad18bc0a-5b55-4bc8-a32a-b550c4724b3c.jpg,https://www.comune.sanrufo.sa.it/,Agosto,27,40.43373915231547,15.459516111494564
San Valentino Torio,10991,Michele Strianese,Valentinesi,"Casatori, Sciulia",84010,9.0,2,"Il nome del paese è dedicato al santo patrono, Torio invece deriva da un antico nome del territorio","Il territorio di San Valentino ebbe diversi feudatari, a partire dal primo attestato nel 1269, Bertrando del Balzo, che i Registri angioini citano come possessore dei casali di San Valentino e di Casatori. Il territorio fu in possesso di diverse famiglie fino a giungere nel 1459 ai Capece Minutolo (famiglia napoletana), che lo mantennero fino all'abolizione dei diritti feudali nel XIX secolo. Il villaggio Balentino fu università autonoma alla metà del XVI secolo[5], cambiando la denominazione in Castello di Valentino.",San Valentino,Medievale,868.0,IX,,,7.0,,"Festa patronale, carnevale a san valentino torio, panettone sotto le stelle, festa della pizza",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/e3de02bb-0bfc-4d97-b534-27fcd8b1d154.jpg,https://www.comune.sanvalentinotorio.sa.it/,Febbraio,14,40.79410629245234,14.601457258944192
Sant'Angelo a Fasanella,545,Gaspare Salamone,Santangiolesi,,84027,32.0,0,"Il nome Sant'Angelo a Fasanella trae origine dall'unione di Fasanella, antica città distrutta da Federico II di Svevia, con il casale di Sant'Angelo: il suo stemma, infatti, presenta in primo piano l'immagine di un fagiano, rappresentante il casale omonimo.","L'antico centro urbano sorgeva in località San Manfredi a circa 3 km dall'attuale cittadina: di esso sono rimasti i ruderi di un antico castello e quelli della chiesa di San Pietro. Nel 1246 la cittadina fu rasa al suolo da Federico II con atto di superiorità per punire Pandolfo di Fasanella, al quale furono poi restituiti tutti i suoi possedimenti grazie all'alleanza con Carlo I d'Angiò. Di stampo e origini medioevali, Sant'Angelo a Fasanella fu feudo dei San Severino e dei Capece-Galeota; quindi appartenne ai Giovine e alla potente famiglia dei Caracciolo. Nell'Ottocento, precorrendo l'Unità d'Italia del 1860, fu proprio Sant'Angelo a Fasanella a innescare nel salernitano la scintilla della rivolta per l'indipendenza.",San Michele Arcangelo,,,,,,1.0,,"Festa patronale, festa del vitello Alburnino, mercato settimanale",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/4bdc3259-9369-4628-a8d9-f0a4d87d79b0.jpg,http://www.comune.santangeloafasanella.sa.it/,Maggio,8,40.45944318468831,15.338283147045995
Sant'Arsenio,2744,Donato Pica,Santarsenesi,Madonna del Carmine,84037,20.0,1,"Il nome è ispirato al culto di Sant'Arsenio, che fu un eremita che visse a lungo in Asia Minore","La fondazione di Sant'Arsenio è incerta, ma tradizione vuole sia da attribuire a un'emigrazione teggianese, e ciò è ben possibile considerando che fra VIII e IX secolo d.C. il Vallo di Diano e quindi anche Teggiano furono soggetti alle incursioni saracene, conseguenza delle quali la nascita o l'ingrandimento di centri abitati, come Sala Consilina, che a quel tempo era solo un piccolo villaggio e che si sviluppò per via di emigrazioni dai vicini centri di Marcellianum e Cosilinum funestati dai Saraceni.",Sant'Arsenio il Grande,,,,,,8.0,,"Festa patronale, raduno auto e moto d'epoca, bici day meridiana",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/64019e43-a298-4d84-aeba-551f296a6c7d.jpg,http://www.comune.santarsenio.sa.it/,Luglio,19,40.47480519205822,15.481933006265487
Sant'Egidio del Monte Albino,8797,Antonio La Mura,"Sant'egidiani, Sangiliani","Orta Loreto, San Lorenzo",84010,6.0,2,"Il nome del paese è dedicato a Sant'Egidio che secondo la tradizione fondò un monastero benedettino ad Atene e poi i monaci benedettini fondarono in suo onore in questo comune un monastero. La specifica ""del Monte Albino"" si riferisce al monte limitrofo.","La più antica traccia di insediamento sul territorio del comune riguarda una villa rustica del II secolo a.C., successivamente inglobata nella cripta dell'abbazia di Santa Maria Maddalena. Sempre ad epoca romana appartengono un blocco marmoreo con raffigurazioni del dio Sarno, utilizzato nella ""fontana di San Nicola"" o ""fonte Helvius"". Il dio compare nelle due versioni iconografiche conosciute (come giovane e come uomo maturo) sui diversi lati del blocco, riferibili al fiume alla sorgente e alla foce.",San Nicola,Romana,101.0,II,,,3.0,,"Festa patronale, birra in borgo, i cortili della storia di Sant'Egidio",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/cce87c8d-c0fd-4858-9cfb-86276d95737a.jpg,http://www.comune.santarsenio.sa.it/,Dicembre,6,40.74565891675127,14.593446526461067
Santa Marina,3193,Giovanni Fortunato,"Sammaritani, Mariani","Lupinata, Policastro Bussentino, Poria",84070,28.36,3,"Molto probabilmente il nome del paese deriva proprio dalla devozione che gli abitanti portavano, verso questi Santi e scelsero S. Marina","L'attuale frazione di Policastro era sorta presso la foce del fiume Bussento come colonia greca di Rhegion (Reggio Calabria) come base strategica per i commerci della città dello Stretto con il Golfo di Taranto collegato attraverso il fiume Siris nel 471 a.C. con il nome di Pyxous (Pixunte), dotata di una cinta muraria. Divenne poi romana nel II secolo a.C. con il nome di Buxentum. Fu dagli inizi del VI secolo sede vescovile. Nel VII secolo fu sede di un castello bizantino e prese il nome di Policastro.",Santa Marina,Romana,401.0,V,,,4.0,,"Festa patronale,",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/e15ce1d3-1765-42d5-8ca6-f45fbd0454ca.jpg,https://www.comunedisantamarina.org/,Giugno,18,40.10709477700349,15.542793185743891
Santomenna,425,Giovanni Venutolo,Sammennesi,,84020,8.92,0,"Il toponimo deriverebbe, secondo una tradizione locale, dal nome Menna, l'eremita che nel VI secolo avrebbe fondato un cenobio.","Le origini si fanno risalire all'860 d.C. come feudo ecclesiastico. Santomenna vide sorgere ben presto tra le sue casupole l'imponente palazzo vescovile, man mano migliorato ed ampliato nei secoli successivi. Attorno ad esso trovarono sicuro rifugio gli scampati alle incursioni barbariche.",San Menna martire,Medievale,860.0,IX,,,1.0,,"Festa patronale, mercato settimanale",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/67e1d11d-3b83-4104-b452-f170cc9988dc.jpg,http://www.comune.santomenna.sa.it/,,,40.80930293069495,15.320843095243879
Sanza,2747,Vittorio Esposito,Sanzesi,"San donato, varivertola",84030,32.0,2,,"Sanza, ancor prima della presenza lucana e romana, ha da sempre assunto un'importanza strategica e commerciale come passaggio obbligato lungo l'antica via carovaniera “del sale” che collegava la costa con la parte meridionale del Vallo di Diano.",Santa Maria della Neve e San Sabino martire,Romana,,I,,,4.0,,"Festa patronale, sagra delle castagne",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/e82620a1-12b8-478c-8c7e-27850754cefc.JPG,https://www.comune.sanza.sa.it/,Agosto,5,40.24403715572983,15.552249811159152
Sapri,6570,Antonio Gentile,Sapresi,Timpone,84073,13.0,1,Un'ipotesi collega il toponimo alla città greca di SYBARIS.,"La città di Sapri ha origini molto antiche e viene considerata il cuore del Golfo di Policastro, un tempo chiamato ""Sinus Vibonensis"" (dalla Naturalis Historia di Plinio il Vecchio) oppure ”Sinus Laus” (da Laos, polis della Magna Grecia situata, però, a Santa Maria al Cedro, oltre il Golfo di Policastro). In età romana la baia e il suo entroterra furono tenute in grande considerazione; visitata da Cicerone che la definì “parva gemma maris inferi” (piccola gemma del mare del Sud).",San Vito martire,Moderna,1801.0,XIX,,,13.0,,Festa patronale,http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/9adb387a-ed57-4c62-ad9b-b83da2da1d5f.JPG,https://www.comune.sapri.sa.it/,Giugno,15,40.07548286392427,15.6335686579036
Sarno,30838,Giuseppe Canfora,Sarnesi,"Episcopo, Lavorata",84087,39.0,2,"Deriva da sar-nus, ossia fiume e quindi fa riferimento appunto al fiume Sarno, questa ipotesi si collega a quella che vuole che il nome derivi dall'etimo (la forma più antica di una parola) ser, ossia ""scorrere"".","La città di Sarno nasce da un castello longobardo costruito dal duca di Benevento nell'VIII secolo, ed è prima gastaldato, poi contea e infine ducato. Il territorio comunale presenta tuttavia tracce di insediamenti dal neolitico all'epoca romana, abbandonati probabilmente in seguito alla disastrosa eruzione del Vesuvio che aveva distrutto Pompei nel 79 d.C.",San Michele Arcangelo,Medievale,701.0,VIII,,,15.0,,"Festa patronale, mercato settimanale, carnevale a sarno",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/8ba3d669-4637-48df-8750-b6765f0ebc74.jpg,https://www.comunesarno.it/,Maggio,8,40.81496178351802,14.615318363295529
Sassano,4799,Domenico Rubino,Sassanesi,"Varco Notar Ercole, Silla, Peglio, San Rocco, Santa Maria, Caiazzano",84038,47.76,5,Il comune ha origine gentilizia ovvero deriva da un nome di famiglia,"Sassano fa parte dei quattordici comuni della comunità montana vallo di diano il territorio è parte integrante del parco del cervato e del Cilento,il suo nucleo abitativo è di antica data parliamo del dopoguerra. già prima dell'anno mille il territorio era abitato.",San Giovanni Battista,Medievale,901.0,X,,,8.0,,Festa patronale,http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/4b509a34-dbb7-46b1-9629-f6b9662229c9.jpg,https://www.comune.sassano.sa.it/,Giugno,24,40.343505436780944,15.564996712574201
Scafati,49236,Cristoforo Salvati,Scafatesi,"Bagni, Contrada Cappelle/Ferrovia, Mariconda, Marra-Zaffaranelli, San Vincenzo, Sant'Antonio Vecchio, Trentuno, Ventotto, San Pietro",84018,19.0,5,"Il nome deriva dall'antico termine Scafa,ossia battello fluviale ed appunto si riferisce al fiume Sarno.","Scafati venne scoperta durante la prima età del ferro,negli scavi archeologici eseguiti nella valle del sarno. il fiume sarno era il tratto naturale che univa la costa campana.",Santa Maria della Vergine,Medievale,1284.0,XIII,,,14.0,,"Festa patronale, presepe vivente, sagra della mulignana, sagra del fagiolo",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/a6454c38-5668-4f15-b765-929ccb72f684.jpg,https://www.comune.scafati.sa.it/,,,40.770080475662105,14.53251623328741
Scala,1535,Luigi Mansi,Salesi,"Campidoglio, Minuta, Pontone, San Pietro, Santa Caterina",84010,13.86,4,Il suo nome è dato guardando da lontano il paese che somiglia ad una scala che si distende lungo un pendio,"Scala è una nobile località della costiera amalfitana,ricca di arte e cultura,alcune famiglie romane furono sospese da una tempesta e si rifugiarono sui monti della costiera ed è proprio qui che venne fondata la città.",San Lorenzo,,,,,,3.0,,"Festa patronale, mercato settimanale, vivi il natale, festa della madonna del carmine,passeggiata in auto d'epoca, campionato nazionale pizzaioli d'italia.",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/f0872594-f795-4500-baed-7925224e5ca3.jpg,http://www.comune.scala.sa.it/hh/index.php,Agosto,10,40.657039838342726,14.607660667887139
Serramezzana,291,Anna Acquaviva Materazzi,Serramezzanesi,"Capograssi, San Teodoro",84070,7.23,2,"Serramezzana è formata da due nomi ""serra"" il quale corrisponde al nome di un monte ed ""mezzana"" si intende per ""di mezzo""",,San Filippo apostolo,Medievale,1254.0,XIII,,,0.0,,"Festa patronale, mercato settimanale",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/755812e9-5a25-47d3-b177-42bb231460a4.jpg,http://www.comune.serramezzana.sa.it/,Maggio,3,40.24546405795721,15.032881966965693
Serre,3857,Franco Mennella,Serresi,"Borgo San Lazzaro, Persano",84028,63.03,2,Il nome si riferisce ad un monte,"Anticamente il territorio abbondava di risorse rappresentate dalla produzione di grano,con il crollo dell'impero romano gli abitanti del posto finirono per raccogliersi sulle alture sfuggendo dalle condizioni malsane si circondarono di torri e mura.",San Martino,,,,,,5.0,,"Festa patronale, mercato settimanale, custodi degli alburni",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/55beeb46-3f3d-443e-ba19-e8deae6ce6ea.jpg,https://www.comune.serre.sa.it/,Novembre,11,40.58419144044187,15.186256270466572
Sessa Cilento,1244,Giovanni Chirico,Sessesi,"Casigliano, Castagneta, Felitto Pino, San Magno Cilento, Santa Lucia, Valle",84074,18.04,5,Il nome deriva dal latino saxum ossia pietra rupe e si riferisce al monte stella,"Dal 1811 al 1860 ha fatto parte del circondario di Pollica, appartenente al Distretto di Vallo del Regno delle Due Sicilie.",Santo Stefano,Medievale,,,,7.0,3.0,,Festa patronale,http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/23eec69c-6d1b-491e-b0f5-8e24a94d3922.jpg,http://www.comune.sessacilento.sa.it/hh/index.php,Agosto,3,40.25994951247989,15.074594625662865
Siano,9563,Giorgio Marchese,Sianesi,,84088,8.47,0,Proviene dal nome latino Seius a cui è aggiunto il suffisso anus che indica la proprietà,"Il comune di siano è un centro agricolo, commerciale ed artigianale. Siano fu abitata dai romani, a testimoniare ciò furono i vari oggetti in terracotta, resti di tombe e vasi in ceramica. Dopo svariati anni nel 1806 Giuseppe Bonaparte re di Napoli abolì la feudalità e fu così che nacque Siano",San Rocco,,,,,,9.0,,"Festa patronale, sagra della braciola di capra, mercato settimanale",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/6e73a19f-1000-471e-9674-de4402efe9f4.jpg,http://www.comune.siano.sa.it/hh/index.php,Agosto,16,40.804455603447295,14.69171030620583
Sicignano degli Alburni,3239,Giacomo Orco,Sicignanesi,"Castelluccio, Cosentino, Galdo degli Alburni, Scorzo, Terranova, Zuppino",84029,80.0,2,L'etimologia del nome deriva dalla zona in cui è situato il comune ossia falde di monti alburni.,Ebbe il suo massimo splendore in età medioevale quando divenne borgo fortificato con un castello appartenente alla famiglia Giusso. Il centro abitato è di antiche origini ed a testimoniarlo ci sono gli scavi che hanno portato alla luce una necropoli in età romana,San Rocco,Romana,,,,32.0,7.0,,"Festa patronale, sagra della castagna",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/6c3c2df9-a067-4f89-b5c3-09bc5d3e8247.jpg,http://www.comune.sicignanodeglialburni.sa.it/hh/index.php,Agosto,16,40.55995722499575,15.302558842329026
Stella Cilento,686,Francesco Massanova,Stellani,"Amalafede, Droro, Guarrazano, San Giovanni di Stella Cilento",84070,14.4,6,"In passato il comune veniva chiamato ""porcili"" in seguito l'amministrazione modificò il nome riferendosi al monte vicino ovvero monte stella.","Essa ha avuto origine nell' XIII secolo molti profughi dovettero stabilirsi in questo vallone a seguito della distruzione di torricelle.questo borgo fu denominato fino al 1871 porcili, questo nome stava a significare avanti al signore.porcili insieme ai suoi casali fece parte della baronia del cilento e dei feudi.",San Nicola di Bari,Medievale,1201.0,XIII,,,3.0,,"Festa patronale,",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/fa324a05-65ab-48ac-989e-65db8dcf4986.jpg,http://www.comune.stellacilento.sa.it/,,,40.23234923339553,15.093154597905395
Stio,793,Natalio Barbato,Stiesi,Gorga,84075,24.0,0,Secondo varie ipotesi il nome del comune potrebbe derivare dal fatto che in estate questa zona era un luogo di sosta per le pecore.,La nascita di stio è probabile sia opera di quei pastori greci che si allontanavano dalla costa e si diressero sui monti alla ricerca di nuovi pascoli.,San Pasquale,Romana,301.0,IV,,6.0,3.0,,"Festa patronale, festa dei ciccimmaretati, festa del fagiolo regina, festa della castagna, fiera della croce a stio",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/75459150-6398-49a1-a7c4-54ac9485765e.jpg,https://www.comune.stio.sa.it/,Maggio,17,40.3112077486499,15.256090914622606
Teggiano,7554,Michele Di Candia,Teggianesi,"Pantano, Piedimonte, Prato Perillo, San Marco",84039,61.87,4,Secondo alcuni deriva dal nome latino di persona ovvero Tegius ma molto probabilmente il nome deriva dalla città preromana di Tegia,"Lo storico teggianese Luca Mandelli, vissuto nel seicento, attribuisce la fondazione del paese ai coloni della città greca di Tegea.",San Cono da Teggiano,Moderna,1861.0,XIX,,,15.0,,"Festa patronale, natale a teggiano, raduno auto e moto d'epoca, stagione diano in musica, sagra alla tavola della principessa costanza, teggiano antiquaria",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/b2f7a994-2254-4d6e-8dcd-fb4ef0ded7b0.jpg,https://www.comune.teggiano.sa.it/,Giugno,3,40.37945632527033,15.539261748545982
Torchiara,1839,Massimo Farro,Torchiaresi,"Copersito, Sant'Antuono",84076,8.0,5,Il suo nome secondi alcuni deriva dal cielo limpido che domina la zona,La storia della piccola comunità di Torchiara s'iscrive nella tipologia degli eventi coinvolgenti tutta la Baronia del Cilento con i frequenti passaggi di proprietà da un feudatario all'altro.,Santissimo Salvatore,Medievale,1861.0,XIX,,21.0,3.0,,"Festa patronale, festa la notte del barone",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/eb40348e-08bf-44d2-b6de-4505f070e1cf.jpg,http://halleyweb.com/c065147/hh/index.php,Agosto,6,40.322342245653914,15.053052386286161
Torraca,1226,Francesco Bianco,Torrachesi,,84030,15.0,0,"Il termine Torraca deriva presumibilmente da Torre de Jaco, un signore vissuto a Torraca nei secoli passati.","Ha le caratteristiche di un antico borgo medievale con la presenza di un castello baronale. La costruzione di diverse chiese fa eco a una notevole religiosità avuta durante i secoli passati, tra cui spicca la chiesa madre dedicata al Santo Patrono S.Pietro Apostolo e la chiesetta situata a pochi chilometri dal paese eretta in onore di Maria SS dei Cordici.","San Pietro Apostolo, Maria SS dei Cordici",Medievale,915.0,X,4.0,,2.0,,"Festa patronale, mercato Settimanale",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/798e7052-18a9-45e2-9ebe-867794b60061.jpg,https://www.comune.torraca.sa.it/,Giugno,29,40.11188860168475,15.637455146878455
Torre Orsaia,2073,Pietro Vicino,"Torresi, Ursentini",,84077,21.03,0,"Il nome è composto da ""torre"", costruzione molto usata in epoca medioevale, e da ""orso"", animale molto presente in epoca romana. Nei documenti del Quattrocento il paese era identificato con il nome di Turris Pulsaria.","La storia di Torre Orsaia ha inizio intorno alla metà del secolo undicesimo, all'epoca del condottiero normanno Roberto il Guiscardo, quando le incursioni dei pirati, la malaria e la distruzione di Policastro operata dallo stesso Guiscardo (1065) spinsero le popolazioni costiere a spostarsi verso zone più interne del territorio.",San Lorenzo,Medievale,1479.0,XV,7.0,5.0,5.0,,"Festa patronale, mercato Settimanale",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/2e7cae90-d322-4c5a-b4a6-905a28fb81f7.jpg,http://www.comune.torre-orsaia.sa.it/,Agosto,10,40.133461172021384,15.472677962472773
Tortorella,498,Luigi Sampogna,Tortorellesi,Caselle,84030,34.22,1,"Il nome deriva dal latino turturellam, che è il diminutivo di turtur, -uris, ossia tortora, quindi Tortorella.","Dal 1811 al 1860 ha fatto parte del circondario di Vibonati, appartenente al Distretto di Sala del Regno delle Due Sicilie.",San Vito,Medievale,801.0,IX,3.0,,2.0,,"Festa patronale, sagra della Ciuparedda",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/f8cc1bf7-32db-470b-b892-d95e8eb85969.jpg,http://www.comune.tortorella.sa.it/,Giugno,15,40.14259072394168,15.605900620654465
Tramonti,4125,Domenico Amatruda,Tramontani,"Campinola, Capitignano, Cesarano, Corsano, Figlino, Gete, Novella, Paterno Sant'Arcangelo, Paterno Sant'Elia, Pietre, Polvica, Ponte, Pucara",84010,24.0,13,"La posizione geografica del luogo ci spiega l'origine del nome, infatti il comune si trova ""tra i monti"" Lattari.","Le origini della cittadina non sono certe. Secondo quanto afferma lo storico Camera ""l'istoria è muta intorno ai primi abitatori di Tramonti, anche se non senza fondamento si può attribuire l'origine di questo borgo agli espulsi e dispersi Picentini, i quali, rimasti combattuti e fugati dai romani, furono costretti a cercare ricovero nelle vicine borgate""; della stessa idea è anche lo storico Cerasuoli, il quale afferma che Tramonti abbia avuto origine dall'unione di Picentini, Etruschi ed altri popoli.",Sant'Antonio,Romana,,IV,18.0,9.0,5.0,,"Festa patronale, la contrada in festa, calici di stelle.",,https://www.comune.tramonti.sa.it/index.php,Giugno,13,40.69087321987691,14.645147263268845
Trentinara,1588,Rosario Carione,Trentinaresi,,84070,23.0,0,"L'origine del nome Trentinara deriva probabilmente dalla paga di ""3 denari"" con la quale venivano retribuiti i soldati romani di guardia a un acquedotto situato sul Monte Vesole","Dal 1860 al 1927, durante il Regno d'Italia ha fatto parte del mandamento di Vibonati, appartenente al Circondario di Sala Consilina.",Santa Irene di Tessalonica,Medievale,800.0,VIII,,,3.0,,"Festa patronale, mercato settimanale, festa del pane e della civiltà contadina, Med Walking festival",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/f7212526-b4e3-468e-a671-682b447e52d9.jpg,https://www.comune.trentinara.sa.it/,Ottobre,16,40.40039079404929,15.114624835360603
Valle dell'Angelo,224,Salvatore Angelo Lannuzzi,"Casalettari, Vallangiolesi",Pruno,84070,36.0,1,"Il nome fu creato dall'amministrazione locale e deriva da una grotta dedicata a San Michele Arcangelo, chiamata appunto ""dell'Angelo"". In passato il comune si chiamava Piaggine Sottane.","Le origini del borgo vengono fatte risalire al X secolo, con l'insediamento nell'area di alcuni monaci basiliani provenienti dalla Siria e dall'Epiro. Valle dell'Angelo appartenne poi al feudo di Laurino, finché, nel Seicento, passò alla potente famiglia Spinelli che lo conservò fino al 1806.",San Barbato,Medievale,,X,,,0.0,,"Festa patronale, festa di Sant'Elia, festa di San Michele Arcangelo",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/cf375203-53a1-49ae-a3a6-3df322c08906.jpg,http://www.comune.valledellangelo.sa.it/,Febbraio,19,40.34393390797843,15.368421563767738
Vallo della Lucania,8866,Antonio Aloia,Vallesi,"Angellara, Massa, Pattano",82012,25.0,3,Nel secolo XVIII il paese mutò il nome originario in Vallo di Novi e in seguito Vallo.,"L'antico nome di Vallo della Lucania era, secondo lo storico Giuseppe Maiese, Castrum Cornutum, dal luogo di origine dei suoi fondatori, che, provenienti da Cornutum, città della Dalmazia, vi giunsero non più tardi del secolo IX.",San Pantaleone,Medievale,,IX,,,8.0,,"Festa patronale, mercato settimanale, mostra di scambio auto e moto d'epoca, Cilento opera festival",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/56d4e448-5f7b-4338-a42e-eaa401bb1768.jpg,https://www.comune.vallodellalucania.sa.it/,Luglio,27,40.231433484338005,15.261537025976617
Valva,1604,Vito Falcone,Valvesi,"Madonnella, Serra Casigliano, Contrada Ortelle",84020,26.21,3,"Chiamato, in passato, Balba derivato dal prelatino balma, ossia grotta, forse per la sua posizione sotto il monte delle Rose.","Fu costruita nei pressi del luogo dove sorgeva una fiorente città, dello stesso nome, al tempo dell'impero romano. Gli abitanti della città romana, per le invasioni barbariche, abbandonarono le loro case e costruirono più in alto sul monte un nuovo borgo fondando così Valva Vecchia della quale restano ancora le rovine. In epoca più recente fu ricostruito nuovamente a valle il borgo; in epoca normanna era chiamato Balba ed era in possesso di signori locali.",San Michele,Medievale,,X,,,3.0,,"Festa patronale, sagra del fusillo a valva, mercato settimanale",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/ecdd1cfb-9b75-45b0-8246-575c8118e256.jpg,https://www.comune.valva.sa.it/,Settembre,29,40.73934138963731,15.268555807554643
Vibonati,3257,Francesco Brusco,Vibonatesi,Villammare,84079,20.54,1,"Probabilmente l'origine del toponimo di Vibonati è attribuita all'etimologia longobarda da cui la parola risulterebbe composta da ""Wib"" (villaggio) e ""ate"" (ruscello) ad indicare appunto un villaggio sorto presso un corso d'acqua.","Chiamato in passato li Bonati, Libonati o semplicemente Bonati, secondo storici locali, Vibonati sarebbe stata fondata da coloni romani e sia la Vibo ad Siccam di cui parla Cicerone. Altri studiosi ipotizzano una sua fondazione da parte di esuli fenici provenienti da Tiro, visto che una parte del paese è denominata Tirone.",Sant'Antonio Abate,Romana,,IV,,,4.0,,"Festa patronale, tirone delle eccellenze Vibonati,",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/2f29bf19-8eab-4023-96e6-b6404a2f29c6.jpg,https://halleyweb.com/c065156/hh/index.php,Gennaio,17,40.10104660974461,15.581446291802969
Vietri sul Mare,7505,Giovanni De Simone,Vietresi,"Àlbori, Benincasa, Dragonea, Molina, Raito, Marina",84019,8.0,6,"Nell'851 gli abitanti dei dintorni tornarono a costruire sui resti della città antica e prese per questo il nome di Vetere che, in seguito a diverse storpiature, si trasformò in Vietri.","Vietri sul Mare storicamente è identificata con l'antica Marcina, prima insediamento costiero etrusco-sannita, poi porto romano. Un'origine precisa di Marcina non è ancora del tutto definita anche se l'ipotesi più diffusa indica in Marina di Vietri (l'attuale borgo marinaro del paese), per la precisione nella valle del fiume Bonea alle falde del Monte San Liberatore, la sua presunta collocazione.",San Giovanni Battista,Medievale,,XV,,,11.0,,"Festa patronale, mercato settimanale, festa dei boccali,Natale a Vietri, rassegna arte in movimento.",http://spod.databenc.it/ethersheet/images/42a88427-3a62-4bab-9d9d-a04691f42286/21b1c55e-fcd4-45d1-936e-5eff7d2cc19c.jpg,https://web.comune.vietri-sul-mare.sa.it/,Giugno,24,40.67029547135992,14.728460591347845
